ClientId,Target,Risk,Company,Org,Age,Truck,Car,TypeActivity,Assets,Department,Size
468,0,1,УЖКХ,Акционерные общества,56.0,0,0,Управление эксплуатацией жилого фонда за вознаграждение или на договорной основе,26.55,,Малые предприятия
469,0,3,ГИДРОНТ,Акционерные общества,,0,0,Производство гидравлического и пневматического силового оборудования,7.725,,Крупные предприятия
470,1,3,ДЕЛОВОЙ ДОМ НА АРХИЕРЕЙСКОЙ,Общества с ограниченной ответственностью,0.75,2,1,Аренда и управление собственным или арендованным недвижимым имуществом,19.2583,,Средние предприятия
471,0,3,СТРОИТЕЛЬНАЯ КОМПАНИЯ ТРОН,Акционерные общества,,0,0,Строительство жилых и нежилых зданий,7.25,,Малые предприятия
472,0,3,ЭНЕРГОСТАЛЬКОНСТРУКЦИЯ,Акционерные общества,38.0,0,0,"Производство строительных металлических конструкций, изделий и их частей",8.6625,,Малые предприятия
473,1,2,БИТЕКС-УРАЛ,Общества с ограниченной ответственностью,33.0,1,2,Производство сухих бетонных смесей,27.75,,Малые предприятия
474,1,2,КОРПУСГРУПП УРАЛ,Общества с ограниченной ответственностью,23.0,0,0,Деятельность предприятий общественного питания по прочим видам организации питания,13.7917,,Средние предприятия
475,0,3,РЕДФОКС,Общества с ограниченной ответственностью,22.0,0,0,"Производство строительных металлических конструкций, изделий и их частей",9.8375,,Малые предприятия
476,0,1,РТТ-УРАЛ,Акционерные общества,,0,0,Торговля оптовая одеждой и обувью,52.0,,Малые предприятия
477,0,2,ВЕРТИКАЛЬ,Акционерные общества,34.0,1,0,Управление эксплуатацией жилого фонда за вознаграждение или на договорной основе,21.0,,Малые предприятия
478,0,3,ЭСК ЭНЕРГОМОСТ,Акционерные общества,29.0,1,0,Строительство коммунальных объектов для обеспечения электроэнергией и телекоммуникациями,7.0458,,Малые предприятия
479,0,3,АВИЛС,Акционерные общества,22.0,0,0,"Торговля оптовая зерном, необработанным табаком, семенами и кормами для сельскохозяйственных животных",7.5208,,Малые предприятия
480,1,3,МАКСТОРИ,Общества с ограниченной ответственностью,2.0,0,1,Производство макаронных изделий,12.2875,,Малые предприятия
481,0,3,КОМПАНИЯ ЭКСТРОЛ,Акционерные общества,9.0,5,2,Торговля оптовая неспециализированная,46.9,,Малые предприятия
482,0,2,УГМК-ЗДОРОВЬЕ,Акционерные общества,,0,0,Деятельность в области здравоохранения,0.0,,Малые предприятия
483,0,3,АБСОЛЮТ-ПОЛИМЕР,Акционерные общества,50.0,0,0,Производство изделий из пластмасс,8.05,,Малые предприятия
484,1,3,ГОРНАЯ ЕВРАЗИЯ,Общества с ограниченной ответственностью,63.0,0,0,"Торговля оптовая прочими машинами, оборудованием и принадлежностями",9.5875,,Малые предприятия
485,1,1,ПРИОРИТЕТ,Акционерные общества,25.0,1,0,Строительство жилых и нежилых зданий,91.0792,,Средние предприятия
486,0,3,УК РЕМСТРОЙКОМПЛЕКС ЕКАТЕРИНБУРГ,Общества с ограниченной ответственностью,,3,1,Управление недвижимым имуществом за вознаграждение или на договорной основе,25.4667,,Малые предприятия
487,1,1,УЗМК,Общества с ограниченной ответственностью,35.0,1,0,Производство строительных металлических конструкций и изделий,90.0,,Малые предприятия
488,0,1,ТД ЭДС,Акционерные общества,58.0,0,0,"Торговля оптовая производственным электротехническим оборудованием, машинами, аппаратурой и материалами",29.7,,Средние предприятия
489,0,3,ТЕХПРОМ-НГС,Акционерные общества,30.0,0,0,Научные исследования и разработки в области естественных и технических наук прочие,8.05,,Малые предприятия
490,1,3,КИТ,Акционерные общества,9.0,1,1,"Деятельность вспомогательная прочая, связанная с перевозками",15.9,,Малые предприятия
491,0,3,ПЕРВАЯ КРОВЕЛЬНАЯ,Акционерные общества,,1,0,Обработка металлических изделий механическая,19.9667,,Малые предприятия
492,0,3,СТАФФТРАК,Акционерные общества,21.0,0,0,Деятельность автомобильного грузового транспорта,7.25,,Малые предприятия
493,0,1,СТРОЙКОМПЛЕКТАЦИЯ,Акционерные общества,55.0,0,0,Торговля оптовая отходами и ломом,30.5,,Малые предприятия
494,0,1,УК ТРАНССИБУРАЛ,Акционерные общества,71.0,0,0,Деятельность железнодорожного транспорта: грузовые перевозки,49.5042,,Средние предприятия
495,0,3,КАРС,Акционерные общества,21.0,0,0,Торговля розничная легковыми автомобилями и легкими автотранспортными средствами в специализированных магазинах,8.05,,Малые предприятия
496,0,3,СТАНДАРТ СТРОЙ,Акционерные общества,,0,0,Строительство жилых и нежилых зданий,14.4583,,Средние предприятия
497,1,1,БРУСНИКА,Общества с ограниченной ответственностью,54.0,1,0,"Деятельность заказчика-застройщика, генерального подрядчика",78.2667,,Средние предприятия
498,0,3,ВИТАЛ ЕВВ,Акционерные общества,,0,0,"Торговля оптовая изделиями, применяемыми в медицинских целях",15.1,,Малые предприятия
499,0,1,БОС,Общества с ограниченной ответственностью,25.0,1,2,"Деятельность заказчика-застройщика, генерального подрядчика",151.55,,Малые предприятия
500,0,3,СТА ГРУПП,Акционерные общества,24.0,0,0,Торговля оптовая отходами и ломом,7.7958,,Малые предприятия
501,0,3,ГРАНИТАВТОСТРОЙ,Акционерные общества,17.0,0,0,Строительство автомобильных дорог и автомагистралей,8.6625,,Малые предприятия
502,0,3,ИК ДЖИ ЭЙ ГРУПП,Общества с ограниченной ответственностью,21.0,0,0,Торговля оптовая парфюмерными и косметическими товарами,7.75,,Крупные предприятия
503,0,3,ЭТП,Общества с ограниченной ответственностью,,0,0,"Деятельность в области архитектуры, инженерных изысканий и предоставление технических консультаций в этих областях",7.6292,,Крупные предприятия
504,0,3,ДСК,Общества с ограниченной ответственностью,37.0,0,0,Подготовка строительной площадки,9.5875,,Малые предприятия
505,1,1,РТС,Общества с ограниченной ответственностью,16.0,0,0,Торговля оптовая машинами и оборудованием для добычи полезных ископаемых и строительства,86.5,,Малые предприятия
506,0,1,НКГ-ПРОЕКТ,Акционерные общества,18.0,1,0,Производство изделий из бетона для использования в строительстве,108.9,,Средние предприятия
507,1,2,СМУ-2,Общества с ограниченной ответственностью,33.0,0,2,"Строительство прочих инженерных сооружений, не включенных в другие группировки",26.0,,Малые предприятия
508,1,1,ЦСКЗ,Акционерные общества,,0,0,Строительство жилых и нежилых зданий,26.55,,Малые предприятия
509,0,3,УРАЛТРАНСЩЕБЕНЬ,Акционерные общества,28.0,0,0,"Деятельность вспомогательная прочая, связанная с перевозками",22.525,,Малые предприятия
510,1,3,УЛЬСАН АВТО,Акционерные общества,26.0,0,0,Торговля розничная легковыми автомобилями и легкими автотранспортными средствами в специализированных магазинах,56.4958,,Малые предприятия
511,1,3,ГК УРАЛ,Акционерные общества,29.0,0,0,Разборка и снос зданий,7.75,,Крупные предприятия
512,0,3,ЗАВОД ЗВЕЗДА,Акционерные общества,,0,0,Производство машин и оборудования для добычи полезных ископаемых и строительства,8.05,,Малые предприятия
513,1,1,ГОРТЕХМАШ,Акционерные общества,36.0,0,0,"Торговля автомобильными деталями, узлами и принадлежностями",26.2875,,Малые предприятия
514,1,1,ДЕЛЬТА,Общества с ограниченной ответственностью,54.0,1,0,Строительство жилых и нежилых зданий,59.4,,Средние предприятия
515,0,3,ЮНИМИКС-УРАЛ,Акционерные общества,24.0,0,0,Производство товарного бетона,7.4958,,Малые предприятия
516,0,1,УРАЛДОЛОМИТ,Акционерные общества,47.0,0,0,Добыча и первичная обработка известняка и гипсового камня,34.0208,,Малые предприятия
517,1,2,СК ПРАВИЛЬНАЯ ГИДРОИЗОЛЯЦИЯ,Общества с ограниченной ответственностью,34.0,0,0,Торговля оптовая неспециализированная,10.5,,Малые предприятия
518,0,3,ТРИУМФ,Акционерные общества,,0,0,Деятельность санаторно-курортных организаций,24.15,,Крупные предприятия
519,1,2,АБСОЛЮТ,Общества с ограниченной ответственностью,36.0,1,0,Торговля оптовая напитками,26.0,,Малые предприятия
520,0,3,ТЗК,Акционерные общества,32.0,0,0,Торговля оптовая машинами и оборудованием для добычи полезных ископаемых и строительства,7.8958,,Малые предприятия
521,1,1,МПС,Общества с ограниченной ответственностью,30.0,0,0,Торговля оптовая эксплуатационными материалами и принадлежностями машин,93.5,,Малые предприятия
522,0,3,ПРАЙДГРУПП,Акционерные общества,22.0,0,0,Торговля оптовая отходами и ломом,7.8958,,Малые предприятия
523,0,3,УНК,Акционерные общества,,0,0,"Торговля оптовая моторным топливом, включая авиационный бензин",7.225,,Средние предприятия
524,1,1,СТЭНКО ГРУПП,Общества с ограниченной ответственностью,44.0,0,1,Торговля оптовая металлами и металлическими рудами,57.9792,,Средние предприятия
525,0,3,ТД УРАЛДОЛОМИТ,Акционерные общества,,0,0,Торговля оптовая прочими строительными материалами и изделиями,7.2292,,Средние предприятия
526,0,3,СТЛЗ,Акционерные общества,40.5,0,0,"Производство прочих готовых металлических изделий, не включенных в другие группировки",7.75,,Крупные предприятия
527,1,2,ПРЕДПРИЯТИЕ ХИМПРОДУКЦИЯ ХХI,Общества с ограниченной ответственностью,50.0,0,0,Торговля оптовая промышленными химикатами,10.5,,Малые предприятия
528,0,1,РПС БРАМЛАГЕ ЕКАТЕРИНБУРГ,Акционерные общества,,0,0,Производство пластмассовых изделий для упаковывания товаров,221.7792,,Малые предприятия
529,0,3,АС ФИНАНС,Акционерные общества,39.0,0,0,Деятельность по финансовой аренде (лизингу/сублизингу),7.925,,Малые предприятия
530,0,2,ВИТАЛ,Акционерные общества,23.0,2,1,Лесозаготовки,11.5,,Малые предприятия
531,1,2,РДК ЭЛЕКТРИЧЕСКИЕ СЕТИ,Общества с ограниченной ответственностью,2.0,1,1,Строительство коммунальных объектов для обеспечения электроэнергией и телекоммуникациями,26.0,,Малые предприятия
532,0,3,НЕККО,Акционерные общества,,0,0,"Предоставление услуг по бурению, связанному с добычей нефти, газа и газового конденсата",7.2292,,Средние предприятия
533,0,3,ГУДСР,Акционерные общества,17.0,1,1,Строительство автомобильных дорог и автомагистралей,7.2292,,Средние предприятия
534,1,3,УРАЛДОРТЕХНОЛОГИИ,Общества с ограниченной ответственностью,,0,2,Строительство автомобильных дорог и автомагистралей,22.3583,,Средние предприятия
535,0,3,МОДУЛЬ,Общества с ограниченной ответственностью,30.0,0,0,"Торговля оптовая производственным электротехническим оборудованием, машинами, аппаратурой и материалами",8.6625,,Малые предприятия
536,1,2,АРСТЭМ-ЭНЕРГОТРЕЙД,Общества с ограниченной ответственностью,7.0,0,2,Торговля электроэнергией,26.25,,Малые предприятия
537,0,1,МЕГАПОЛИС,Акционерные общества,45.0,0,0,Строительство жилых и нежилых зданий,26.55,,Малые предприятия
538,1,1,ФОРТУНА ТРАНС-ЭКСПЕДИТОР,Общества с ограниченной ответственностью,30.0,0,0,Деятельность автомобильного грузового транспорта и услуги по перевозкам,106.425,,Средние предприятия
539,0,3,ЭНЕРГОАРМ,Акционерные общества,,0,0,Торговля оптовая прочими машинами и оборудованием,14.5,,Малые предприятия
540,1,1,УК ЖКХ ОКТЯБРЬСКОГО РАЙОНА,Общества с ограниченной ответственностью,22.0,0,2,Управление эксплуатацией жилого фонда за вознаграждение или на договорной основе,49.5,,Средние предприятия
541,1,1,УРАЛТРАКСЕРВИС,Общества с ограниченной ответственностью,36.0,0,2,"Торговля розничная прочими автотранспортными средствами, кроме пассажирских, прочая",71.0,,Малые предприятия
542,0,3,СК ТЕРРА,Общества с ограниченной ответственностью,9.0,4,2,Производство строительных металлических конструкций и изделий,31.275,,Малые предприятия
543,0,3,ГЕРИОН,Общества с ограниченной ответственностью,11.0,4,2,Деятельность частных охранных служб,31.275,,Малые предприятия
544,1,2,АВТОМИР-74,Акционерные общества,32.0,1,0,Торговля автотранспортными средствами,26.0,,Малые предприятия
545,0,1,НЕРАЗРУШАЮЩИЙ КОНТРОЛЬ,Акционерные общества,50.0,1,0,Торговля оптовая неспециализированная,106.425,,Средние предприятия
546,0,1,ПОЛИПЛАСТИК УРАЛ,Акционерные общества,64.0,0,0,Торговля оптовая водопроводным и отопительным оборудованием и санитарно-технической арматурой,26.0,,Малые предприятия
547,1,2,УЦСБ,Общества с ограниченной ответственностью,19.0,1,0,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",26.0,,Малые предприятия
548,1,2,ЗТМ,Акционерные общества,,0,0,"Производство электродвигателей, генераторов и трансформаторов, кроме ремонта",13.8625,,Средние предприятия
549,0,3,ЭНЕРГОСТРОЙ,Акционерные общества,33.0,1,1,Лесозаготовки,20.525,,Малые предприятия
550,1,2,ПРОМСТРОЙДЕКОР,Акционерные общества,8.0,1,1,Строительство автомобильных дорог и автомагистралей,36.75,,Малые предприятия
551,1,1,РУСГРАД,Акционерные общества,17.0,0,2,Строительство жилых и нежилых зданий,110.8833,,Средние предприятия
552,0,2,УРОМГАЗ-ИРБИТ,Акционерные общества,27.0,0,0,"Производство оборудования специального назначения, не включенного в другие группировки",26.0,,Малые предприятия
553,0,3,СТРОЙМОНТАЖ,Акционерные общества,,0,0,"Строительство инженерных коммуникаций для водоснабжения и водоотведения, газоснабжения",7.8292,,Крупные предприятия
554,1,3,РЗА-СЕРВИС,Акционерные общества,22.0,0,0,Передача электроэнергии и технологическое присоединение к распределительным электросетям,7.225,,Средние предприятия
555,1,3,КОМПАНИЯ ЭКОСИСТЕМА,Общества с ограниченной ответственностью,22.0,0,0,Сбор и обработка сточных вод,7.775,,Малые предприятия
556,0,1,ИНКОР,Акционерные общества,62.0,0,0,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами",26.55,,Малые предприятия
557,1,1,ИНДАТЭК,Общества с ограниченной ответственностью,48.0,1,0,"Торговля оптовая прочими машинами, приборами, аппаратурой и оборудованием общепромышленного и специального назначения",39.6,,Средние предприятия
558,0,1,ТЭМ,Акционерные общества,,0,0,Подготовка строительной площадки,227.525,,Средние предприятия
559,1,1,ЛИДЕР,Общества с ограниченной ответственностью,39.0,1,1,Производство изделий из бетона для использования в строительстве,79.65,,Малые предприятия
560,1,3,СЕВЕРСТРОЙ,Общества с ограниченной ответственностью,36.0,1,0,Торговля оптовая отходами и ломом,17.4,,Малые предприятия
561,0,3,АЗМК,Акционерные общества,,0,0,"Производство строительных металлических конструкций, изделий и их частей",7.75,,Крупные предприятия
562,0,3,ГЩЗ,Акционерные общества,40.0,0,0,"Добыча декоративного и строительного камня, известняка, гипса, мела и сланцев",7.8958,,Малые предприятия
563,0,2,ФОРМУЛА БЕЗОПАСНОСТИ,Акционерные общества,28.0,0,0,Деятельность частных охранных служб,13.5,,Малые предприятия
564,0,3,ЭКО-ГРУПП,Акционерные общества,,0,0,"Производство шпона, фанеры, деревянных плит и панелей",8.05,,Малые предприятия
565,0,3,УВР,Общества с ограниченной ответственностью,,0,0,Торговля оптовая за вознаграждение или на договорной основе,8.05,,Малые предприятия
566,0,3,ТД ТЕРМЕКО,Акционерные общества,24.0,2,0,"Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием",24.15,,Малые предприятия
567,0,3,СПЕКТР РС,Акционерные общества,19.0,0,0,"Торговля оптовая производственным электротехническим оборудованием, машинами, аппаратурой и материалами",7.8958,,Малые предприятия
568,0,3,ТЕХГАЗ-ТК,Общества с ограниченной ответственностью,29.0,0,4,"Производство прочих металлических цистерн, резервуаров и емкостей",21.075,,Малые предприятия
569,0,3,РУСПАК,Акционерные общества,,0,0,"Торговля оптовая прочими пищевыми продуктами, включая рыбу, ракообразных и моллюсков",7.2292,,Средние предприятия
570,1,3,УРАЛСТРОЙМОНТАЖ,Акционерные общества,32.0,0,0,Строительство жилых и нежилых зданий,7.8542,,Малые предприятия
571,1,2,КОМБИНАТ ПИТАНИЯ,Акционерные общества,62.0,0,0,Деятельность предприятий общественного питания по прочим видам организации питания,10.5,,Малые предприятия
572,1,1,СТРАТЕГИЯ,Общества с ограниченной ответственностью,53.0,2,0,Торговля оптовая металлами и металлическими рудами,51.4792,,Малые предприятия
573,1,1,МЕТАЛЛАЙН,Акционерные общества,36.0,0,0,Торговля оптовая металлами и металлическими рудами,26.3875,,Малые предприятия
574,1,3,ЭНЕРГИЯ-СЕРВИС,Общества с ограниченной ответственностью,,0,0,Торговля оптовая ручными инструментами,7.75,,Крупные предприятия
575,0,3,УРАЛО-СИБИРСКАЯ КОМПАНИЯ,Акционерные общества,16.0,0,0,Производство изделий из асфальта или аналогичных материалов,8.05,,Малые предприятия
576,0,3,ТРАНС СТРОЙ,Акционерные общества,19.0,0,0,Строительство жилых и нежилых зданий,14.5,,Малые предприятия
577,1,2,МУРКОФФ,Общества с ограниченной ответственностью,34.0,0,0,Деятельность агентов по оптовой торговле универсальным ассортиментом товаров,13.0,,Малые предприятия
578,1,1,МЕГА-ТРАНС,Общества с ограниченной ответственностью,39.0,1,0,"Деятельность вспомогательная прочая, связанная с перевозками",55.9,,Малые предприятия
579,0,3,СТМ-СЕРВИС,Общества с ограниченной ответственностью,,1,0,"Предоставление услуг по восстановлению и оснащению (завершению) железнодорожных локомотивов, трамвайных моторных вагонов и прочего подвижного состава",14.4583,,Средние предприятия
580,1,3,МАГАЗИН № 30,Акционерные общества,32.0,0,0,Деятельность ресторанов и услуги по доставке продуктов питания,7.925,,Малые предприятия
581,1,2,РЕМСТРОЙКОМПЛЕКС,Общества с ограниченной ответственностью,25.0,1,1,Управление недвижимым имуществом за вознаграждение или на договорной основе,30.0,,Малые предприятия
582,1,1,ТД БУРНЕФТЕГАЗСНАБ,Общества с ограниченной ответственностью,39.0,1,1,Торговля оптовая неспециализированная,110.8833,,Средние предприятия
583,0,2,РБА-УРАЛ,Акционерные общества,54.0,0,0,Торговля прочими автотранспортными средствами,26.0,,Малые предприятия
584,0,1,НОВАТОР-Е,Акционерные общества,36.0,0,0,Торговля оптовая непродовольственными потребительскими товарами,40.125,,Средние предприятия
585,0,3,ТИПОГРАФИЯ АСТРА,Акционерные общества,,0,0,Прочие виды полиграфической деятельности,8.7125,,Средние предприятия
586,1,1,ПЖТ-55,Общества с ограниченной ответственностью,18.0,0,2,Деятельность железнодорожного транспорта: грузовые перевозки,79.65,,Малые предприятия
587,0,2,МЕГАТЭК,Акционерные общества,47.0,0,0,Торговля оптовая неспециализированная,15.0,,Малые предприятия
588,1,1,КОМПАНИЯ МЕКОН,Акционерные общества,60.0,1,1,Производство прочих готовых металлических изделий,79.2,,Средние предприятия
589,0,3,АЛЮТЕХ-УРАЛ,Акционерные общества,22.0,0,0,Торговля оптовая прочими строительными материалами и изделиями,8.05,,Малые предприятия
590,0,3,ОЙЛ-КОМ,Акционерные общества,,0,0,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами",8.05,,Малые предприятия
591,0,3,СИЛТОН,Акционерные общества,35.0,0,0,Торговля оптовая неспециализированная,7.125,,Малые предприятия
592,1,1,ЭНЕРГОСК,Общества с ограниченной ответственностью,52.0,1,0,Строительство жилых и нежилых зданий,78.2667,,Средние предприятия
593,0,3,УРАЛ-К,Акционерные общества,47.0,0,0,Торговля оптовая изделиями из керамики и стекла и чистящими средствами,7.25,,Малые предприятия
594,0,3,БЗМП,Общества с ограниченной ответственностью,,0,2,Производство минеральных тепло- и звукоизоляционных материалов и изделий,7.75,,Крупные предприятия
595,0,2,АСК-СТРОЙ,Акционерные общества,37.0,1,0,Работы по устройству покрытий полов и облицовке стен,26.0,,Малые предприятия
596,0,3,РЕПРОПАРК-УРАЛ,Акционерные общества,36.0,1,1,Изготовление печатных форм и подготовительная деятельность,24.15,,Малые предприятия
597,1,2,РЭР,Общества с ограниченной ответственностью,,0,0,Ремонт машин и оборудования,33.0,,Малые предприятия
598,0,3,БРОКЕР УРАЛ КОНСАЛТИНГ,Акционерные общества,49.0,0,0,Торговля оптовая металлами и металлическими рудами,0.0,,Малые предприятия
599,0,3,ФРЕШ КЛИМАТ,Акционерные общества,,0,0,Ремонт машин и оборудования,7.225,,Средние предприятия
600,1,1,ОЛЕГО ВОТЕРС,Акционерные общества,49.0,1,0,Торговля оптовая за вознаграждение или на договорной основе,56.9292,,Средние предприятия
601,1,2,ТЕМЕРСО-ИНЖИНИРИНГ,Общества с ограниченной ответственностью,24.0,2,1,Обработка металлов и нанесение покрытий на металлы,27.0,,Малые предприятия
602,0,3,МЕТА-ЕКАТЕРИНБУРГ,Акционерные общества,,0,0,Обработка отходов и лома черных металлов,7.8958,,Малые предприятия
603,0,1,МГМ-ГРУПП,Акционерные общества,,0,0,Торговля оптовая химическими продуктами,42.4,,Малые предприятия
604,0,3,НОВАМЕТСТРОЙ,Акционерные общества,44.0,0,0,"Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием",8.05,,Малые предприятия
605,1,1,ЭНЕРГОКОМПЛЕКС,Акционерные общества,35.0,0,0,Строительство жилых и нежилых зданий,26.55,,Средние предприятия
606,0,3,КАМСПЕЦСТАЛЬ,Акционерные общества,36.0,1,0,Торговля оптовая металлами и металлическими рудами,15.55,,Малые предприятия
607,0,3,МЕТПРОМ-УРАЛ,Акционерные общества,30.0,0,0,Производство крепежных изделий,7.8958,,Малые предприятия
608,1,1,ТЕХМАШПРОМ,Акционерные общества,27.0,0,0,"Торговля автомобильными деталями, узлами и принадлежностями",30.5,,Малые предприятия
609,1,2,НАВИГАТОР-ИНЖИНИРИНГ,Общества с ограниченной ответственностью,22.0,1,2,"Торговля оптовая прочими потребительскими товарами, не включенными в другие группировки",41.5792,,Средние предприятия
610,1,1,СМК ПРАЙД,Общества с ограниченной ответственностью,40.0,0,0,Строительство жилых и нежилых зданий,153.4625,,Малые предприятия
611,0,3,ЗМС,Общества с ограниченной ответственностью,39.0,1,5,Обработка прочего вторичного неметаллического сырья,31.275,,Малые предприятия
612,0,3,ТПК,Акционерные общества,,0,0,Обработка металлов и нанесение покрытий на металлы,7.05,,Малые предприятия
613,1,3,РИФЕЙ,Общества с ограниченной ответственностью,,1,0,Обработка металлов и нанесение покрытий на металлы,15.5,,Крупные предприятия
614,0,3,КОНЦЕПТ КАР,Акционерные общества,,0,0,Торговля автотранспортными средствами,7.75,,Крупные предприятия
615,0,3,ПКП ПРОММЕТАЛЛ,Акционерные общества,35.0,0,0,Торговля оптовая черными металлами в первичных формах,8.05,,Малые предприятия
616,1,2,БАРКАС +,Общества с ограниченной ответственностью,24.0,1,2,Сбор и обработка сточных вод,65.0,,Малые предприятия
617,0,3,УРАЛТЭМ,Акционерные общества,34.0,1,1,"Производство строительных металлических конструкций, изделий и их частей",14.4,,Малые предприятия
618,0,3,ПКФ ПРОМИНВЕСТ,Общества с ограниченной ответственностью,26.0,1,0,"Производство гофрированной бумаги и картона, бумажной и картонной тары",16.1,,Малые предприятия
619,1,2,БИОНИКА,Общества с ограниченной ответственностью,4.0,2,1,Торговля оптовая неспециализированная,39.0,,Малые предприятия
620,0,2,ЭЛЕМЕНТ-ТРЕЙД,Акционерные общества,26.0,0,0,"Торговля розничная незамороженными продуктами, включая напитки и табачные изделия, в неспециализированных магазинах",10.5,,Малые предприятия
621,0,3,ЕТС-УРАЛ,Акционерные общества,27.0,1,0,Торговля оптовая прочими строительными материалами и изделиями,14.4542,,Средние предприятия
622,1,1,ВОГ-УРАЛ,Акционерные общества,42.0,1,0,Торговля оптовая прочими строительными материалами и изделиями,52.5542,,Малые предприятия
623,1,3,РИАСОФТ,Акционерные общества,20.0,1,1,Торговля оптовая неспециализированная,15.7417,,Средние предприятия
624,0,3,УРАЛШИНА,Акционерные общества,21.0,0,0,Производство прочих резиновых изделий,7.8542,,Малые предприятия
625,0,3,АВТОЦЕНТР НА БЕБЕЛЯ,Акционерные общества,21.0,0,0,Торговля розничная легковыми автомобилями и легкими автотранспортными средствами в специализированных магазинах,16.1,,Малые предприятия
626,0,1,СТРОЙТЕХ,Акционерные общества,61.0,0,0,Подготовка строительной площадки,32.3208,,Малые предприятия
627,0,2,ТД УРАЛ,Акционерные общества,57.0,0,0,Торговля оптовая неспециализированная,12.35,,Крупные предприятия
628,1,1,УМЗ ,Общества с ограниченной ответственностью,21.0,0,0,"Ковка, прессование, штамповка и профилирование, изготовление изделий методом порошковой металлургии",77.9583,,Малые предприятия
629,0,3,СИМА-ЛЕНД,Акционерные общества,26.0,0,0,Торговля оптовая бытовой мебелью,7.8958,,Малые предприятия
630,0,3,ФИРМА СКАТ,Акционерные общества,,0,0,Торговля оптовая металлами и металлическими рудами,7.7333,,Крупные предприятия
631,1,1,КОМЕК МАШИНЕРИ,Акционерные общества,80.0,0,0,Торговля оптовая машинами и оборудованием для добычи полезных ископаемых и строительства,30.0,,Малые предприятия
632,0,3,ПРОДКОМПАНИЯ,Акционерные общества,51.0,0,0,"Торговля оптовая неспециализированная пищевыми продуктами, напитками и табачными изделиями",7.0542,,Малые предприятия
633,1,1,ИЛИГАН,Акционерные общества,32.0,0,0,Торговля оптовая неспециализированная,30.5,,Средние предприятия
634,0,1,НАВИГАТОР,Акционерные общества,,0,0,Деятельность железнодорожного транспорта: грузовые перевозки,0.0,,Малые предприятия
635,0,3,ТЕХНОСИЛА,Общества с ограниченной ответственностью,9.0,3,2,Торговля оптовая неспециализированная,27.9,,Малые предприятия
636,1,2,АБСК-ИЗОЛЯЦИОННЫЕ СИСТЕМЫ,Общества с ограниченной ответственностью,28.0,0,0,"Работы строительные специализированные прочие, не включенные в другие группировки",13.0,,Малые предприятия
637,0,3,ТЦ ЮВЕЛИРЫ УРАЛА,Акционерные общества,32.0,0,0,Аренда и управление собственным или арендованным недвижимым имуществом,7.925,,Малые предприятия
638,0,2,НПО ТЕХНОХИМ,Акционерные общества,31.0,1,1,Производство гидравлического и пневматического силового оборудования,26.25,,Малые предприятия
639,0,3,НЕГА-ГРУПП,Общества с ограниченной ответственностью,41.0,0,5,Производство мебели,39.6875,,Малые предприятия
640,0,3,УГРТ,Акционерные общества,,1,0,Торговля оптовая промышленными химикатами,16.1,,Малые предприятия
641,0,3,СИТИЛАБ-УРАЛ,Акционерные общества,20.0,0,0,"Деятельность в области медицины прочая, не включенная в другие группировки",7.8542,,Малые предприятия
642,1,1,СТРОЙТЕХКОМПЛЕКТ,Общества с ограниченной ответственностью,24.0,0,0,Торговля розничная легковыми автомобилями и легкими автотранспортными средствами в специализированных магазинах,69.3,,Средние предприятия
643,0,3,ТД САНТЕХИМПЭКС,Общества с ограниченной ответственностью,2.0,3,2,Торговля оптовая водопроводным и отопительным оборудованием и санитарно-технической арматурой,27.9,,Малые предприятия
644,1,3,КАРБОН,Акционерные общества,,0,0,"Производство пластмассовых плит, полос, труб и профилей",56.4958,,Малые предприятия
645,1,3,ТРАНССЕРВИС,Общества с ограниченной ответственностью,0.75,2,1,Сбор отходов,19.2583,,Средние предприятия
646,1,1,ГОРНЫЕ ИНСТРУМЕНТЫ,Акционерные общества,48.0,1,0,Торговля оптовая эксплуатационными материалами и принадлежностями машин,76.7292,,Средние предприятия
647,0,3,СК СТРОЙБИЗНЕС-УРАЛ,Акционерные общества,19.0,0,0,Строительство жилых и нежилых зданий,7.8958,,Малые предприятия
648,1,1,АМК ООО АЛАПАЕВСКИЙ МОЛОЧНЫЙ КОМБИНАТ,Акционерные общества,56.0,0,0,Производство молока (кроме сырого) и молочной продукции,35.5,,Средние предприятия
649,0,3,ВТОРЧЕРМЕТ НЛМК УРАЛ,Акционерные общества,,0,0,Обработка отходов и лома черных металлов,7.55,,Малые предприятия
